from_country,to_country,total_points,from_country_name,to_country_name,overall_points_from,norm_points_from,pct_points_from,overall_points_to,norm_points_to,pct_points_to,distance
au,is,38,Australia,Iceland,870,0.04367816091954023,4.3678160919540225,1944,0.01954732510288066,1.954732510288066,154.50263675734965
az,is,0,Azerbaijan,Iceland,1276,0.0,0.0,1944,0.0,0.0,63.26183993089374
be,is,58,Belgium,Iceland,3416,0.016978922716627636,1.6978922716627636,1944,0.029835390946502057,2.983539094650206,21.3389330972366
bg,is,5,Bulgaria,Iceland,1102,0.004537205081669692,0.4537205081669692,1944,0.00257201646090535,0.257201646090535,41.754626747619085
by,is,11,Belarus,Iceland,1160,0.009482758620689655,0.9482758620689655,1944,0.00565843621399177,0.565843621399177,38.75193058645515
ch,is,47,Switzerland,Iceland,3366,0.013963161021984551,1.3963161021984551,1944,0.02417695473251029,2.4176954732510287,26.892372594018234
cy,is,29,Cyprus,Iceland,2668,0.010869565217391304,1.0869565217391304,1944,0.014917695473251029,1.491769547325103,54.81909758820312
de,is,60,Germany,Iceland,3534,0.01697792869269949,1.697792869269949,1944,0.030864197530864196,3.0864197530864197,23.589288943978996
dk,is,131,Denmark,Iceland,2882,0.045454545454545456,4.545454545454546,1944,0.06738683127572016,6.738683127572016,23.336839807609447
ee,is,67,Estonia,Iceland,2030,0.03300492610837438,3.300492610837438,1944,0.03446502057613169,3.446502057613169,37.423848366508324
es,is,67,Spain,Iceland,3544,0.018905191873589165,1.8905191873589164,1944,0.03446502057613169,3.446502057613169,21.74986435666782
fi,is,84,Finland,Iceland,3240,0.025925925925925925,2.5925925925925926,1944,0.043209876543209874,4.320987654320987,34.48571190366135
fr,is,29,France,Iceland,3544,0.008182844243792325,0.8182844243792324,1944,0.014917695473251029,1.491769547325103,18.745044645620435
gb,is,100,United Kingdom,Iceland,3604,0.02774694783573807,2.774694783573807,1944,0.051440329218107,5.1440329218107,10.705239565082804
ge,is,10,Georgia,Iceland,1276,0.007836990595611285,0.7836990595611284,1944,0.0051440329218107,0.51440329218107,57.790225397363606
gr,is,31,Greece,Iceland,2852,0.010869565217391304,1.0869565217391304,1944,0.01594650205761317,1.594650205761317,42.250695458167286
hr,is,30,Croatia,Iceland,2030,0.014778325123152709,1.477832512315271,1944,0.015432098765432098,1.5432098765432098,33.62328920261832
hu,is,48,Hungary,Iceland,1218,0.03940886699507389,3.9408866995073892,1944,0.024691358024691357,2.4691358024691357,34.64478052621595
ie,is,78,Ireland,Iceland,3422,0.022793687901811806,2.2793687901811808,1944,0.040123456790123455,4.012345679012346,11.677036594871998
il,is,44,Israel,Iceland,2988,0.014725568942436412,1.4725568942436411,1944,0.02263374485596708,2.263374485596708,58.3047365713145
it,is,49,Italy,Iceland,2457,0.019943019943019943,1.9943019943019942,1944,0.025205761316872428,2.5205761316872426,28.009048703359586
lt,is,40,Lithuania,Iceland,1740,0.022988505747126436,2.2988505747126435,1944,0.0205761316872428,2.05761316872428,35.83893128235932
lu,is,13,Luxembourg,Iceland,1486,0.008748317631224764,0.8748317631224763,1944,0.006687242798353909,0.668724279835391,24.538685470250392
lv,is,42,Latvia,Iceland,1740,0.02413793103448276,2.413793103448276,1944,0.021604938271604937,2.1604938271604937,35.688977266474986
